Series_Title,Released_Year,Genre,IMDB_Rating,language
Pacific Rim,2013,"Action, Science Fiction, Adventure",6.91,en
Despicable Me 2,2013,"Animation, Comedy, Family",6.934,en
Beetlejuice Beetlejuice,2024,"Horror, Comedy, Fantasy",7.012,en
Knives Out,2019,"Comedy, Crime, Mystery",7.843,en
Get Out,2017,"Mystery, Thriller, Horror",7.6,en
Shrek the Third,2007,"Fantasy, Adventure, Animation, Comedy, Family",6.298,en
Nocturnal Animals,2016,"Drama, Thriller",7.421,en
Luck,2022,"Animation, Adventure, Comedy, Fantasy",7.773,en
It Chapter Two,2019,"Horror, Thriller",6.835,en
The Mask,1994,"Romance, Comedy, Crime, Fantasy",6.964,en
You People,2023,"Romance, Comedy",5.637,en
Field of Dreams,1989,"Drama, Fantasy",7.104,en
Despicable Me,2010,"Animation, Family, Comedy",7.248,en
Zack Snyder's Justice League,2021,"Action, Adventure, Fantasy",8.117,en
Abigail,2024,"Horror, Thriller",6.735,en
Love & Other Drugs,2010,"Drama, Comedy, Romance",7.043,en
Creed II,2018,"Drama, Action",7.031,en
Escape Plan 2: Hades,2018,"Action, Thriller, Crime, Mystery, Science Fiction",5.163,en
Soul,2020,"Animation, Family, Comedy, Fantasy",8.108,en
Amazing Love,2012,Drama,6.75,en
The Ministry of Ungentlemanly Warfare,2024,"Action, Comedy, War",7.085,en
Battle of the Sexes,2017,"Drama, Comedy, History",6.765,en
WALL?E,2008,"Animation, Family, Science Fiction",8.1,en
White Chicks,2004,"Comedy, Crime",6.929,en
Guy Ritchie's The Covenant,2023,"War, Action, Thriller",7.752,en
Taken,2008,"Action, Thriller",7.395,en
The Pursuit of Happyness,2006,Drama,7.891,en
Eternal Sunshine of the Spotless Mind,2004,"Science Fiction, Drama, Romance",8.092,en
Creature from the Black Lagoon,1954,"Adventure, Horror, Science Fiction",6.825,en
Rings,2017,Horror,5,en
Cosmic Chaos,2023,"Thriller, Science Fiction",5.958,en
Cars,2006,"Animation, Adventure, Comedy, Family",7,en
Aliens,1986,"Action, Thriller, Science Fiction",7.953,en
Joker: Folie ? Deux,2024,"Drama, Crime, Thriller",5.435,en
The Croods,2013,"Animation, Adventure, Family, Fantasy, Comedy, Action",6.924,en
Transformers: Age of Extinction,2014,"Science Fiction, Action, Adventure",5.941,en
The Marvels,2023,"Science Fiction, Adventure, Action",6.001,en
Rocky IV,1985,Drama,7.081,en
Real Steel,2011,"Action, Science Fiction, Drama",7.048,en
Gran Turismo,2023,"Adventure, Action, Drama",7.752,en
Ted 2,2015,"Comedy, Fantasy",6.314,en
Cars 2,2011,"Animation, Family, Adventure, Comedy",6.152,en
The Twilight Saga: Eclipse,2010,"Adventure, Fantasy, Drama, Romance",6.203,en
Good Time,2017,"Crime, Thriller, Drama",7.209,en
Once Upon a Time... in Hollywood,2019,"Comedy, Drama, Thriller",7.428,en
Sing 2,2021,"Animation, Family, Music, Comedy",7.8,en
Kill Bill: Vol. 1,2003,"Action, Crime",7.971,en
The Shining,1980,"Horror, Thriller",8.211,en
Mr. & Mrs. Smith,2005,"Action, Comedy, Drama, Thriller",6.689,en
Cop Land,1997,"Crime, Drama, Thriller",6.788,en
Cast Away,2000,"Adventure, Drama",7.66,en
Scream VI,2023,"Horror, Crime, Thriller",6.993,en
Aladdin,2019,"Adventure, Fantasy, Romance, Family",7.096,en
Hotel Transylvania,2012,"Animation, Comedy, Family, Fantasy",6.962,en
Alice in Wonderland,2010,"Family, Fantasy, Adventure",6.634,en
The Hangover Part II,2011,Comedy,6.487,en
Kung Fu Panda 2,2011,"Animation, Family, Comedy",7.042,en
Dungeons & Dragons: Honor Among Thieves,2023,"Adventure, Fantasy, Comedy",7.339,en
Luca,2021,"Animation, Comedy, Fantasy, Adventure, Family",7.803,en
Extraction,2015,"Action, Thriller",4.5,en
Blink Twice,2024,"Mystery, Thriller",6.674,en
Star Wars: The Force Awakens,2015,"Adventure, Action, Science Fiction",7.261,en
Father Figures,2017,Comedy,5.82,en
Constantine,2005,"Fantasy, Action, Horror",7.106,en
Indiana Jones and the Dial of Destiny,2023,"Adventure, Action",6.552,en
Hell House LLC,2015,"Horror, Mystery, Thriller",6.5,en
The Hunger Games: The Ballad of Songbirds & Snakes,2023,"Drama, Science Fiction, Adventure, Action",7.008,en
Hidden Figures,2016,"Drama, History",8.054,en
The Out-Laws,2023,"Romance, Action, Comedy",6.026,en
Thor: Love and Thunder,2022,"Fantasy, Action, Comedy",6.411,en
Cinderella,1950,"Family, Fantasy, Animation, Romance",7.046,en
Hellhound,2024,"Action, Crime, Thriller",6.6,en
Hotel Transylvania: Transformania,2022,"Animation, Comedy, Family, Adventure, Fantasy",7.066,en
Watchmen,2009,"Mystery, Action, Science Fiction",7.339,en
Hunt for the Wilderpeople,2016,"Adventure, Comedy, Drama",7.649,en
Superfast!,2015,"Comedy, Action",5.1,en
Colombiana,2011,"Action, Thriller, Crime, Drama",6.631,en
Den of Thieves,2018,"Action, Crime, Thriller",6.852,en
Babylon,2022,"Drama, Comedy",7.375,en
Thor,2011,"Adventure, Fantasy, Action",6.769,en
Midsommar,2019,"Horror, Drama, Mystery",7.154,en
About Time,2013,"Drama, Romance, Fantasy",7.914,en
Uncharted,2022,"Action, Adventure",6.909,en
After We Collided,2020,"Romance, Drama",7.168,en
Blue Beetle,2023,"Action, Science Fiction, Adventure",6.682,en
The Fall Guy,2024,"Action, Comedy, Drama, Romance",7.017,en
Jojo Rabbit,2019,"Comedy, War, Drama",8.005,en
The Magnificent Seven,2016,"Adventure, Action, Western",6.462,en
Jason Bourne,2016,"Action, Adventure, Thriller",6.362,en
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.592,en
Smile,2022,"Horror, Mystery",6.663,en
The Creator,2023,"Science Fiction, Action, Adventure",7.055,en
Turning Red,2022,"Animation, Family, Comedy, Fantasy",7.35,en
Cars 3,2017,"Family, Comedy, Adventure, Animation",6.854,en
Bad Boys,1995,"Action, Comedy, Crime, Thriller",6.819,en
Trap,2024,"Thriller, Mystery, Horror",6.307,en
The Day of the Jackal,1973,"Action, Thriller",7.539,en
Green Book,2018,"Drama, History",8.231,en
Toy Story 3,2010,"Animation, Family, Comedy",7.8,en
Braveheart,1995,"Action, Drama, History, War",7.944,en
Absolution,2024,"Action, Crime, Thriller, Mystery",5.9,en
The Goonies,1985,"Adventure, Comedy, Family",7.512,en
Eyes Wide Shut,1999,"Drama, Thriller, Mystery",7.485,en
20th Century Women,2016,Drama,7.333,en
American Pie,1999,"Comedy, Romance",6.59,en
The Island,2023,"Action, Crime, Thriller",6.2,en
Ted,2012,"Comedy, Fantasy",6.446,en
Scary Movie,2000,Comedy,6.369,en
Pretty Woman,1990,"Romance, Comedy",7.463,en
Boyka: Undisputed IV,2016,"Action, Drama, Thriller",7.151,en
Sing,2016,"Animation, Comedy, Family, Music",7.117,en
From Paris with Love,2010,"Action, Crime, Thriller",6.316,en
The Twilight Saga: New Moon,2009,"Adventure, Fantasy, Drama, Romance",5.991,en
Passengers,2016,"Drama, Romance, Science Fiction",6.953,en
Bridge to Terabithia,2007,"Adventure, Drama, Family",7.306,en
American Psycho,2000,"Thriller, Drama, Crime",7.405,en
Call Me by Your Name,2017,"Romance, Drama",8.116,en
Just Go with It,2011,"Comedy, Romance",6.704,en
Rush Hour 2,2001,"Action, Comedy, Crime",6.748,en
The Empire Strikes Back,1980,"Adventure, Action, Science Fiction",8.4,en
No Country for Old Men,2007,"Crime, Drama, Thriller",7.947,en
Threads,1984,"War, Drama, Science Fiction",7.627,en
Fifty Shades Darker,2017,"Drama, Romance",6.483,en
Terrifier,2018,"Horror, Thriller",6.341,en
Orphan,2009,"Horror, Thriller",7,en
Anyone But You,2023,"Romance, Comedy",6.862,en
Divergent,2014,"Action, Adventure, Science Fiction",6.915,en
Knock Knock,2015,"Crime, Horror, Thriller",5.381,en
Twisters,2024,"Action, Thriller",6.83,en
Deep Water,2022,"Drama, Mystery, Thriller",5.821,en
The Croods: A New Age,2020,"Animation, Family, Adventure, Fantasy, Comedy",7.467,en
Rush Hour 3,2007,"Action, Comedy, Crime",6.48,en
Hereditary,2018,"Horror, Mystery, Thriller",7.291,en
2001: A Space Odyssey,1968,"Science Fiction, Mystery, Adventure",8.066,en
Evil Dead Rise,2023,"Horror, Thriller",6.934,en
The Social Network,2010,Drama,7.369,en
Talk to Me,2023,Horror,7.157,en
Carry-On,2024,"Thriller, Action",6.912,en
(500) Days of Summer,2009,"Comedy, Drama, Romance",7.293,en
Friends with Benefits,2011,"Romance, Comedy",6.655,en
American Sniper,2014,"War, Action",7.42,en
The Godfather Part III,1990,"Crime, Drama, Thriller",7.417,en
I Am Legend,2007,"Drama, Science Fiction, Thriller",7.209,en
The Bad Guys,2022,"Family, Comedy, Crime, Adventure, Animation",7.547,en
"Red, White & Royal Blue",2023,"Comedy, Romance",7.989,en
"Crazy, Stupid, Love.",2011,"Comedy, Drama, Romance",7.265,en
The Little Mermaid,1989,"Animation, Family, Fantasy",7.35,en
Speak No Evil,2024,"Horror, Thriller",7.216,en
Venom: Let There Be Carnage,2021,"Science Fiction, Action, Adventure",6.77,en
Pixels,2015,"Action, Comedy, Science Fiction, Fantasy",5.749,en
Saw X,2023,"Horror, Mystery",7.208,en
Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",6.638,en
Black Adam,2022,"Action, Adventure, Science Fiction",6.861,en
Tarzan,1999,"Family, Adventure, Animation, Drama",7.397,en
The Dictator,2012,Comedy,6.203,en
Brave,2012,"Animation, Adventure, Comedy, Family, Action, Fantasy",7.02,en
Scouts Guide to the Zombie Apocalypse,2015,"Comedy, Horror",6.545,en
Straight Outta Compton,2015,"Drama, Music, History",7.788,en
A Nightmare on Elm Street,1984,Horror,7.335,en
Shooter,2007,"Drama, Action, Thriller",7.119,en
The Karate Kid Part II,1986,"Adventure, Drama, Action, Romance, Family",6.309,en
Gringo,2018,"Comedy, Action, Crime",5.875,en
300,2007,"Action, Adventure, War",7.188,en
Jurassic Park,1993,"Adventure, Science Fiction",7.955,en
Superbad,2007,Comedy,7.256,en
Star Wars: Episode III - Revenge of the Sith,2005,"Adventure, Action, Science Fiction",7.446,en
The Town,2010,"Crime, Drama, Thriller",7.22,en
Madame Web,2024,"Action, Fantasy",5.345,en
Legally Blonde,2001,"Comedy, Romance",6.797,en
Friday the 13th,2009,"Horror, Thriller",5.754,en
Predator 2,1990,"Science Fiction, Action, Thriller",6.279,en
Ice Age: Dawn of the Dinosaurs,2009,"Animation, Comedy, Family, Adventure",6.759,en
50 First Dates,2004,"Comedy, Romance",6.866,en
Descendants: The Rise of Red,2024,"Fantasy, Adventure, Family, Comedy",6.862,en
Zombieland,2009,"Comedy, Horror",7.26,en
Aliens vs Predator: Requiem,2007,"Action, Science Fiction, Thriller, Horror",5.167,en
Indiana Jones and the Last Crusade,1989,"Adventure, Action",7.849,en
Strange Darling,2024,"Crime, Horror, Thriller",6.929,en
Frozen II,2019,"Family, Animation, Adventure, Comedy, Fantasy",7.248,en
A Bug's Life,1998,"Family, Animation, Adventure, Comedy",6.972,en
Eternals,2021,"Science Fiction, Action, Adventure",6.814,en
Old Guy,2024,"Action, Comedy, Crime",5.699,en
Concussion,2015,Drama,7.087,en
Rush,2013,"Drama, Action",7.723,en
Meet Joe Black,1998,"Fantasy, Drama, Romance",7.3,en
Little Women,2019,"Drama, Romance, History",7.863,en
After Ever Happy,2022,"Romance, Drama",6.802,en
Thor: The Dark World,2013,"Action, Adventure, Fantasy",6.516,en
Indiana Jones and the Temple of Doom,1984,"Adventure, Action",7.298,en
Mob Land,2023,"Action, Crime, Thriller",5.488,en
xXx: Return of Xander Cage,2017,"Action, Adventure, Crime",6.134,en
Ocean's Eleven,2001,"Thriller, Crime",7.447,en
Infinite,2021,"Science Fiction, Action, Adventure",6.62,en
The Lorax,2012,"Animation, Family",6.509,en
Rocky,1976,Drama,7.79,en
The Hobbit: The Desolation of Smaug,2013,"Fantasy, Adventure, Action",7.57,en
Scream,2022,"Horror, Mystery",6.677,en
Paddington 2,2017,"Adventure, Comedy, Family",7.467,en
Men in Black,1997,"Action, Adventure, Comedy, Science Fiction",7.209,en
Maleficent: Mistress of Evil,2019,"Family, Fantasy, Adventure, Action",7.304,en
Superman,1978,"Science Fiction, Action, Adventure",7.143,en
Wish,2023,"Animation, Family, Fantasy, Adventure",6.3,en
Penguins of Madagascar,2014,"Family, Animation, Adventure, Comedy",6.529,en
King Kong,2005,"Adventure, Drama, Action",6.886,en
Rango,2011,"Animation, Comedy, Family, Western, Adventure",6.875,en
X-Men: Days of Future Past,2014,"Action, Adventure, Science Fiction",7.528,en
The Intern,2015,Comedy,7.222,en
Spirit: Stallion of the Cimarron,2002,"Animation, Adventure, Family, Drama, Western, Romance",7.693,en
Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Science Fiction",6.278,en
The Revenant,2015,"Western, Drama, Adventure",7.534,en
Moonlight,2016,Drama,7.372,en
Psycho II,1983,"Horror, Mystery, Thriller",6.48,en
Dawn of the Planet of the Apes,2014,"Science Fiction, Action, Drama, Thriller",7.331,en
Ghost Game,2024,"Horror, Thriller",3.778,en
The Room,2003,"Drama, Romance",4,en
Hercules,1997,"Animation, Family, Fantasy, Adventure, Comedy, Romance",7.498,en
Saltburn,2023,"Drama, Comedy, Thriller",6.979,en
Grease,1978,"Romance, Comedy",7.376,en
Ballerina,2016,"Animation, Adventure, Comedy, Family",7.2,en
Terrifier 2,2022,"Horror, Thriller",6.712,en
The Irishman,2019,"Crime, Drama, History",7.592,en
X+Y,2014,Drama,6.704,en
The Boy,2016,"Horror, Mystery, Thriller",5.964,en
Apocalypto,2006,"Action, Drama, History",7.591,en
I'll Be Home for Christmas,1998,"Comedy, Family",6,en
"Planes, Trains and Automobiles",1987,Comedy,7.247,en
Jumanji: The Next Level,2019,"Adventure, Comedy, Fantasy",6.894,en
Kung Fu Panda 3,2016,"Action, Adventure, Animation, Comedy, Family",6.914,en
Madagascar 3: Europe's Most Wanted,2012,"Animation, Family, Comedy, Adventure",6.616,en
Bad Boys II,2003,"Action, Crime, Comedy",6.646,en
Free Guy,2021,"Comedy, Adventure, Science Fiction",7.478,en
Wallace & Gromit: Vengeance Most Fowl,2024,"Family, Comedy, Adventure, Animation",7.549,en
The Bad Guys: Haunted Heist,2024,"Animation, Comedy",7,en
Baby Driver,2017,"Action, Crime",7.447,en
We Live in Time,2024,"Romance, Drama",7.311,en
The Fate of the Furious,2017,"Action, Crime, Thriller",6.862,en
The Sloth Lane,2024,"Animation, Family",6.4,en
Bright,2017,"Fantasy, Action, Thriller",6.159,en
Homefront,2013,"Action, Thriller",6.947,en
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",7.875,en
Arcadian,2024,"Action, Horror, Thriller, Science Fiction",6.103,en
The Hunger Games: Catching Fire,2013,"Adventure, Action, Science Fiction",7.427,en
Edward Scissorhands,1990,"Fantasy, Drama, Romance",7.717,en
Insidious: The Last Key,2018,"Horror, Thriller",6.252,en
Disobedience,2018,"Drama, Romance",6.889,en
The Incredible Hulk,2008,"Science Fiction, Action, Adventure",6.222,en
Jack Reacher: Never Go Back,2016,"Action, Drama, Thriller, Crime",5.995,en
The Parent Trap,1998,"Comedy, Family, Romance",7.21,en
Expend4bles,2023,"Action, Adventure, Thriller",6.119,en
Matilda,1996,"Comedy, Family, Fantasy",7.166,en
Star Trek,2009,"Science Fiction, Action, Adventure",7.428,en
Edge of Tomorrow,2014,"Action, Science Fiction",7.631,en
Pitch Perfect 2,2015,"Comedy, Music",6.848,en
There Will Be Blood,2007,Drama,8.071,en
Sing: Thriller,2024,"Animation, Family, Comedy, Music",7.2,en
Terminator Genisys,2015,"Science Fiction, Action, Thriller, Adventure",5.941,en
1917,2019,"War, History, Thriller, Drama",7.989,en
Death Note,2017,"Crime, Fantasy, Horror",4.3,en
Battleship,2012,"Thriller, Action, Adventure, Science Fiction",5.864,en
Home Alone 2: Lost in New York,1992,"Comedy, Family, Adventure",6.763,en
The Hangover Part III,2013,Comedy,6.208,en
The Devil's Advocate,1997,"Drama, Mystery, Thriller, Horror",7.469,en
Bee Movie,2007,"Family, Animation, Adventure, Comedy",6.029,en
Rampage,2018,"Action, Adventure, Science Fiction",6.457,en
Love Lies Bleeding,2024,"Crime, Romance, Thriller",6.579,en
The Grinch,2018,"Family, Comedy, Animation, Fantasy",6.862,en
Toy Story 4,2019,"Family, Adventure, Animation, Comedy, Fantasy",7.477,en
E.T. the Extra-Terrestrial,1982,"Science Fiction, Adventure, Family, Fantasy",7.514,en
Legend of the BoneKnapper Dragon,2010,"Animation, Fantasy, Family, Adventure, Comedy, TV Movie",6.985,en
The Matrix Reloaded,2003,"Adventure, Action, Thriller, Science Fiction",7.057,en
Annabelle: Creation,2017,Horror,6.596,en
Star Wars: Episode I - The Phantom Menace,1999,"Adventure, Action, Science Fiction",6.562,en
The Departed,2006,"Drama, Thriller, Crime",8.159,en
Notting Hill,1999,"Romance, Comedy",7.263,en
The Help,2011,Drama,8.207,en
Annabelle Comes Home,2019,Horror,6.4,en
I Know What You Did Last Summer,1997,"Horror, Thriller, Mystery",5.976,en
Aquaman,2018,"Action, Adventure, Fantasy",6.876,en
Chappie,2015,"Crime, Action, Science Fiction",6.786,en
The Exorcist,1973,Horror,7.732,en
Death Race,2008,"Action, Thriller, Science Fiction",6.275,en
Shazam! Fury of the Gods,2023,"Comedy, Action, Fantasy",6.467,en
The Usual Suspects,1995,"Drama, Crime, Thriller",8.173,en
The Sixth Sense,1999,"Mystery, Thriller, Drama",7.95,en
Wolfs,2024,"Crime, Comedy, Action",6.546,en
The Lost City of Z,2017,"Adventure, Drama, History",6.399,en
Skyfall,2012,"Action, Adventure, Thriller",7.249,en
The Northman,2022,"Action, Adventure, Fantasy",7.043,en
Teenage Mutant Ninja Turtles,2014,"Science Fiction, Action, Adventure, Comedy",5.917,en
Like Mike,2002,"Family, Comedy, Fantasy",6.1,en
Vivarium,2019,"Science Fiction, Thriller, Mystery, Horror",6.054,en
Beauty and the Beast,1991,"Romance, Family, Animation, Fantasy",7.731,en
Maze Runner: The Scorch Trials,2015,"Science Fiction, Action, Thriller, Adventure",6.734,en
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Science Fiction, Thriller",7.456,en
Return of the Jedi,1983,"Adventure, Action, Science Fiction",7.903,en
Damsel,2024,"Fantasy, Action, Adventure",7.025,en
The SpongeBob SquarePants Movie,2004,"Family, Comedy, Adventure, Animation",7.043,en
Rio,2011,"Animation, Adventure, Comedy, Family",6.746,en
The Great Gatsby,2013,"Drama, Romance",7.363,en
Phineas and Ferb The Movie: Across the 2nd Dimension,2011,"Animation, Comedy, Family, TV Movie, Science Fiction, Adventure, Action, Music",7.078,en
Tenet,2020,"Action, Thriller, Science Fiction",7.181,en
Norbit,2007,Comedy,5.668,en
Wicked Minds,2003,"Mystery, Drama, Romance, Thriller",6.2,en
Psycho,1960,"Horror, Thriller, Mystery",8.422,en
The Interview,2014,"Action, Comedy",6.182,en
Taken 3,2014,"Thriller, Action",6.259,en
After Everything,2023,"Romance, Drama",6.897,en
Stargate,1994,"Action, Adventure, Science Fiction",7.01,en
Kiss Me Deadly,1955,"Mystery, Thriller, Crime",7.193,en
We're the Millers,2013,"Comedy, Crime",6.833,en
Making Squid Game: The Challenge,2023,Documentary,7.66,en
Brimstone,2016,"Thriller, Western",7.1,en
Rise of the Guardians,2012,"Animation, Family, Fantasy",7.365,en
The Blind Side,2009,Drama,7.669,en
Snatch,2000,"Crime, Comedy",7.811,en
How to Lose a Guy in 10 Days,2003,"Comedy, Romance",6.832,en
Jack the Giant Slayer,2013,"Fantasy, Action, Adventure, Drama",5.856,en
Lolita,1997,"Drama, Romance",7.14,en
The Menu,2022,"Comedy, Horror, Thriller",7.172,en
Terminator: Dark Fate,2019,"Science Fiction, Action, Adventure, Thriller",6.421,en
Minions: The Rise of Gru,2022,"Animation, Comedy, Family, Adventure",7.296,en
Die Hard,1988,"Action, Thriller",7.8,en
The Nightmare Before Christmas,1993,"Fantasy, Animation, Family",7.835,en
22 Jump Street,2014,"Crime, Comedy, Action",6.83,en
A Man Called Otto,2022,"Comedy, Drama",7.756,en
Bruce Almighty,2003,"Fantasy, Comedy",6.719,en
Ant-Man,2015,"Science Fiction, Action, Adventure",7.07,en
Dark Match,2024,"Action, Horror",5,en
Split,2017,"Horror, Thriller",7.341,en
Minority Report,2002,"Science Fiction, Action, Thriller",7.349,en
Incredibles 2,2018,"Action, Adventure, Animation, Family",7.455,en
Better Man,2024,"Music, Drama",7.781,en
The Glenarma Tapes,2024,Horror,6.2,en
Monsters University,2013,"Animation, Family",7.04,en
The Da Vinci Code,2006,"Thriller, Mystery",6.727,en
